mmsi,iwrap_type_from_dataset,length_from_data_set,width,trips,signals,Speed_mean,Speed_median,Speed_min,Speed_max,Speed_std,ROT_mean,ROT_median,ROT_min,ROT_max,ROT_std,number_of_signals,date
245176000,General cargo ship,90,12,4.0,62211.0,,,,,,,,,,,0.0,2019-09-01
538005553,Oil products tanker,144,22,0.0,8257.0,,,,,,,,,,,0.0,2019-09-01
236039000,General cargo ship,82,12,21.0,121388.0,,,,,,,,,,,0.0,2019-09-01
211223120,Other ship,33,8,611.0,734304.0,7.399850000000001,9.3,0.1,11.3,3.9065580214925317,39.84348176119764,14.950000000000045,5.684341886080802e-14,338.45000000000005,73.5904448506334,2000.0,2019-09-01
311045200,General cargo ship,87,13,18.0,70790.0,,,,,,,,,,,0.0,2019-09-01
219005302,Fishing ship,12,4,892.0,1444619.0,,,,,,,,,,,0.0,2019-09-01
211188000,Passenger ship,141,24,99.0,4167266.0,12.20730731812777,13.3,0.1,17.9,3.802605167091188,5.458095806588514,0.5642857142857167,3.552713678800501e-15,299.1,22.89304708547659,9251.0,2019-09-01
211543450,Passenger ship,26,6,351.0,568060.0,6.156695156695156,6.3,0.2,9.3,1.0147790278560527,11.072800925925927,2.8999999999999915,0.024999999999977263,289.4666666666667,31.80512838052864,351.0,2019-09-01
255805557,General cargo ship,149,22,59.0,269372.0,,,,,,,,,,,0.0,2019-09-01
209223000,Oil products tanker,93,13,11.0,76727.0,,,,,,,,,,,0.0,2019-09-01
265874000,Passenger ship,177,26,262.0,1832717.0,11.873589133174626,13.2,0.1,17.9,3.536137547519091,4.733100894016795,0.2666666666666657,3.552713678800501e-15,321.76,28.601066485623335,7141.0,2019-09-01
246355000,General cargo ship,80,9,113.0,99198.0,,,,,,,,,,,0.0,2019-09-01
211794540,Pleasure boat,11,7,1196.0,51216.0,,,,,,,,,,,0.0,2019-09-01
277504000,Passenger ship,199,26,128.0,701054.0,,,,,,,,,,,0.0,2019-09-01
211265530,General cargo ship,96,19,18.0,232199.0,,,,,,,,,,,0.0,2019-09-01
212519000,General cargo ship,85,13,12.0,96737.0,,,,,,,,,,,0.0,2019-09-01
219007678,Other ship,29,7,5.0,13725.0,,,,,,,,,,,0.0,2019-09-01
305502000,General cargo ship,88,13,14.0,59093.0,,,,,,,,,,,0.0,2019-09-01
244828000,Other ship,123,14,4.0,30960.0,,,,,,,,,,,0.0,2019-09-01
246125000,General cargo ship,89,14,26.0,103144.0,,,,,,,,,,,0.0,2019-09-01
230630000,General cargo ship,88,12,13.0,72089.0,,,,,,,,,,,0.0,2019-09-01
377739000,General cargo ship,88,11,42.0,111009.0,,,,,,,,,,,0.0,2019-09-01
211727510,Passenger ship,170,27,320.0,3701330.0,13.394538243626062,16.3,0.1,20.7,5.666907971648004,11.055493762845098,0.4909090909090992,2.842170943040401e-14,344.5141025641025,38.29499417904635,8825.0,2019-09-01
477021900,General cargo ship,229,33,,9476.0,13.394538243626062,16.3,0.1,20.7,5.666907971648004,11.055493762845098,0.4909090909090992,2.842170943040401e-14,344.5141025641025,38.29499417904635,8825.0,2019-09-01
219000692,Pleasure boat,14,4,2657.0,273433.0,0.11355932203389829,0.1,0.1,0.3,0.043381336836701256,,,,,,59.0,2019-09-01
265866000,Passenger ship,220,30,109.0,1203285.0,16.43182521268368,17.2,14.3,17.9,1.374257778925971,0.4976400726010105,0.18166666666666842,7.105427357601002e-15,7.86999999999999,1.180803122516444,2586.0,2019-09-01
266262000,Passenger ship,183,28,0.0,1429436.0,15.934851851851851,16.0,15.1,16.5,0.3054102985185315,0.642058537179019,0.14666666666665762,1.7763568394002505e-15,10.038888888888888,1.7097858458628652,2700.0,2019-09-01
211417590,Fishing ship,42,10,52.0,289582.0,,,,,,,,,,,0.0,2019-09-01
265463000,Passenger ship,200,28,589.0,2092052.0,13.464183908045976,12.8,0.1,18.7,4.172698657267038,4.131288029980871,0.28333333333335986,8.881784197001252e-16,338.4345588235294,24.516358720190777,4350.0,2019-09-01
236354000,General cargo ship,89,12,117.0,214251.0,,,,,,,,,,,0.0,2019-09-01
